created_at,cost_total,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,finish_reason_normalized,generation_time_ms,time_to_first_token_ms
2026-01-15 06:16:13.784,0.000367,199,1432,1353,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,26803,2093
2026-01-15 06:16:13.776,0.015103,195,1486,1367,google/gemini-2.5-pro,Google,standard,stop,14546,2213
2026-01-15 06:16:13.774,0.002838,190,179,90,openai/gpt-5.2-20251211,OpenAI,standard,stop,5197,3555
2026-01-15 06:15:51.956,0.000314,303,1198,1138,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,21575,932
2026-01-15 06:15:51.955,0.01625,296,1588,1500,google/gemini-2.5-pro,Google,standard,stop,17995,3458
2026-01-15 06:15:51.940,0.00267,286,155,65,openai/gpt-5.2-20251211,OpenAI,standard,stop,4440,1851
2026-01-15 06:15:51.937,0.002481,332,99,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2857,688
2026-01-15 06:15:51.380,0.000361,192,1406,1330,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,25964,873
2026-01-15 06:15:51.377,0.019831,193,1959,1833,google/gemini-2.5-pro,Google,standard,stop,27661,9850
2026-01-15 06:15:51.373,0.003251,186,209,113,openai/gpt-5.2-20251211,OpenAI,standard,stop,5215,3079
2026-01-15 06:15:51.371,0.002115,210,99,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3725,1966
2026-01-15 06:15:34.367,0.002778,361,113,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2946,728
2026-01-15 06:15:34.366,0.000188,322,621,635,qwen/qwen3-8b-04-28,Fireworks,standard,stop,4752,771
2026-01-15 06:15:34.365,0.004242,304,265,160,openai/gpt-5.2-20251211,OpenAI,standard,stop,7038,4684
2026-01-15 06:15:34.363,0.017971,313,1758,1640,google/gemini-2.5-pro,Google,standard,stop,15990,2205
2026-01-15 06:15:26.929,0.024117,214,2385,2266,google/gemini-2.5-pro,Google,standard,stop,24527,2527
2026-01-15 06:15:26.903,0.002367,234,111,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2742,759
2026-01-15 06:15:26.901,0.000145,213,540,442,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,10398,1084
2026-01-15 06:15:26.892,0.003589,203,231,136,openai/gpt-5.2-20251211,OpenAI,standard,stop,4392,3759
2026-01-15 06:15:19.400,0.000252,315,945,884,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,55948,1235
2026-01-15 06:15:19.379,0.016106,309,1572,1460,google/gemini-2.5-pro,Google,standard,stop,16217,2128
2026-01-15 06:15:19.378,0.002955,350,127,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4353,2008
2026-01-15 06:15:19.370,0.003829,300,236,128,openai/gpt-5.2-20251211,OpenAI,standard,stop,4669,3613
2026-01-15 06:15:17.116,0.00023,231,874,777,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,16353,1149
2026-01-15 06:15:17.115,0.002658,266,124,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3666,731
2026-01-15 06:15:17.112,0.017998,231,1771,1661,google/gemini-2.5-pro,Google,standard,stop,16743,2067
2026-01-15 06:15:17.109,0.004824,221,317,203,openai/gpt-5.2-20251211,OpenAI,standard,stop,6444,4894
2026-01-15 06:15:11.620,0.002094,203,99,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3232,1542
2026-01-15 06:15:11.588,0.000228,186,875,799,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,15087,808
2026-01-15 06:15:11.587,0.014143,187,1391,1291,google/gemini-2.5-pro,Google,standard,stop,13465,1885
2026-01-15 06:15:11.582,0.005943,180,402,300,openai/gpt-5.2-20251211,OpenAI,standard,stop,10052,6160
2026-01-15 06:14:59.503,0.002766,252,134,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4643,2046
2026-01-15 06:14:59.499,0.016733,227,1645,1532,google/gemini-2.5-pro,Google,standard,stop,16384,2294
2026-01-15 06:14:59.471,0.004943,217,326,204,openai/gpt-5.2-20251211,OpenAI,standard,stop,6900,4889
2026-01-15 06:14:59.469,0.000283,225,1088,988,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,19606,1060
2026-01-15 06:14:58.933,0.00323,198,206,98,openai/gpt-5.2-20251211,OpenAI,standard,stop,5298,2902
2026-01-15 06:14:58.932,0.002361,232,111,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2823,673
2026-01-15 06:14:58.930,0.016415,204,1616,1500,google/gemini-2.5-pro,Google,standard,stop,17655,3506
2026-01-15 06:14:58.928,0.000154,204,577,494,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11570,1456
2026-01-15 06:14:48.781,0.00435,174,289,199,openai/gpt-5.2-20251211,OpenAI,standard,stop,8463,5869
2026-01-15 06:14:48.778,0.001938,196,90,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3669,2093
2026-01-15 06:14:48.777,0.000328,183,1277,1199,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,22591,799
2026-01-15 06:14:48.776,0.019757,182,1953,1860,google/gemini-2.5-pro,Google,standard,stop,18178,2357
2026-01-15 06:14:40.684,0.002448,221,119,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4343,2310
2026-01-15 06:14:40.683,0.01446,200,1421,1330,google/gemini-2.5-pro,Google,standard,stop,15033,2158
2026-01-15 06:14:40.677,0.000263,198,1016,937,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,18541,907
2026-01-15 06:14:40.671,0.005001,194,333,231,openai/gpt-5.2-20251211,OpenAI,standard,stop,10429,5913
2026-01-15 06:14:38.488,0.002271,222,107,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2514,761
2026-01-15 06:14:38.483,0.003906,192,255,160,openai/gpt-5.2-20251211,OpenAI,standard,stop,7370,5278
2026-01-15 06:14:38.481,0.000285,201,1100,1017,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,20174,1288
2026-01-15 06:14:38.478,0.016948,199,1670,1551,google/gemini-2.5-pro,Google,standard,stop,17636,3223
2026-01-15 06:14:32.808,0.00631,294,414,290,openai/gpt-5.2-20251211,OpenAI,standard,stop,9205,5340
2026-01-15 06:14:32.777,0.000188,308,691,617,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11892,812
2026-01-15 06:14:32.770,0.002856,342,122,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4152,1455
2026-01-15 06:14:32.768,0.015001,305,1462,1362,google/gemini-2.5-pro,Google,standard,stop,15494,1990
2026-01-15 06:14:21.498,0.016886,317,1649,1528,google/gemini-2.5-pro,Google,standard,stop,15708,2087
2026-01-15 06:14:21.492,0.000154,321,554,472,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11272,2361
2026-01-15 06:14:21.486,0.003377,306,203,99,openai/gpt-5.2-20251211,OpenAI,standard,stop,5798,3166
2026-01-15 06:14:21.484,0.002775,360,113,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3030,743
2026-01-15 06:14:16.287,0.002502,244,118,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4445,1867
2026-01-15 06:14:16.285,0.000211,216,804,729,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,16170,1443
2026-01-15 06:14:16.284,0.004859,209,321,192,openai/gpt-5.2-20251211,OpenAI,standard,stop,7524,5076
2026-01-15 06:14:16.273,0.015518,223,1524,1382,google/gemini-2.5-pro,Google,standard,stop,13982,1940
2026-01-15 06:14:07.483,0.003409,188,220,132,openai/gpt-5.2-20251211,OpenAI,standard,stop,4970,4285
2026-01-15 06:14:07.465,0.002127,214,99,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3873,1961
2026-01-15 06:14:07.462,0.033333,195,3309,3194,google/gemini-2.5-pro,Google,standard,stop,32698,2005
2026-01-15 06:14:07.461,0.000329,195,1280,1191,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,23391,912
2026-01-15 06:14:05.303,0.014153,235,1386,1278,google/gemini-2.5-pro,Google,standard,stop,13454,2059
2026-01-15 06:14:05.302,0.002421,262,109,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4468,2598
2026-01-15 06:14:05.274,0.005626,223,374,260,openai/gpt-5.2-20251211,OpenAI,standard,stop,10268,5728
2026-01-15 06:14:05.273,0.000227,231,865,780,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,15823,756
2026-01-15 06:14:02.813,9.2e-05,191,333,257,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,6649,1134
2026-01-15 06:14:02.812,0.002274,213,109,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2730,695
2026-01-15 06:14:02.795,0.012365,196,1212,1108,google/gemini-2.5-pro,Google,standard,stop,12948,2212
2026-01-15 06:14:02.793,0.005061,188,338,231,openai/gpt-5.2-20251211,OpenAI,standard,stop,10541,5985
2026-01-15 06:13:51.735,0.000227,307,849,779,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,15205,780
2026-01-15 06:13:51.720,0.002379,338,91,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3209,1581
2026-01-15 06:13:51.718,0.00603,294,394,296,openai/gpt-5.2-20251211,OpenAI,standard,stop,11389,5959
2026-01-15 06:13:51.716,0.015031,305,1465,1382,google/gemini-2.5-pro,Google,standard,stop,15071,1918
2026-01-15 06:13:49.742,0.014,208,1374,1261,google/gemini-2.5-pro,Google,standard,stop,14240,2335
2026-01-15 06:13:49.741,0.000152,204,568,468,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11425,1840
2026-01-15 06:13:49.739,0.002283,231,106,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2997,715
2026-01-15 06:13:49.738,0.003038,200,192,83,openai/gpt-5.2-20251211,OpenAI,standard,stop,6214,3636
2026-01-15 06:13:36.402,0.002253,206,109,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2593,773
2026-01-15 06:13:36.400,0.000365,189,1425,1351,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,26156,803
2026-01-15 06:13:36.397,0.013478,191,1324,1228,google/gemini-2.5-pro,Google,standard,stop,13461,2137
2026-01-15 06:13:36.395,0.005684,184,383,292,openai/gpt-5.2-20251211,OpenAI,standard,stop,12040,8007
2026-01-15 06:13:34.564,0.0024,240,112,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2959,691
2026-01-15 06:13:34.563,0.000158,217,591,496,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11109,773
2026-01-15 06:13:34.561,0.017678,223,1740,1615,google/gemini-2.5-pro,Google,standard,stop,16648,2193
2026-01-15 06:13:34.560,0.005199,211,345,228,openai/gpt-5.2-20251211,OpenAI,standard,stop,8758,5304
2026-01-15 06:13:30.932,0.013483,203,1323,1225,google/gemini-2.5-pro,Google,standard,stop,12648,1961
2026-01-15 06:13:30.930,0.000257,201,989,920,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,18581,907
2026-01-15 06:13:30.928,0.003853,194,251,164,openai/gpt-5.2-20251211,OpenAI,standard,stop,6330,5588
2026-01-15 06:13:30.926,0.002022,224,90,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2840,1555
2026-01-15 06:13:20.608,0.015218,319,1482,1392,google/gemini-2.5-pro,Google,standard,stop,15304,2198
2026-01-15 06:13:20.607,0.002871,362,119,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4552,2284
2026-01-15 06:13:20.605,0.004935,308,314,184,openai/gpt-5.2-20251211,OpenAI,standard,stop,7284,5336
2026-01-15 06:13:20.603,0.000149,325,533,459,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,10603,1511
2026-01-15 06:13:17.211,0.00474,293,302,167,openai/gpt-5.2-20251211,OpenAI,standard,stop,7766,4547
2026-01-15 06:13:17.209,0.013317,302,1294,1203,google/gemini-2.5-pro,Google,standard,stop,13298,2187
2026-01-15 06:13:17.208,0.002793,336,119,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4468,1892
2026-01-15 06:13:17.205,0.000204,307,714,740,qwen/qwen3-8b-04-28,Fireworks,standard,stop,4418,425
2026-01-15 06:13:10.275,0.000207,190,791,703,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,14588,1197
2026-01-15 06:13:10.270,0.007371,188,503,407,openai/gpt-5.2-20251211,OpenAI,standard,stop,14873,5852
2026-01-15 06:13:10.269,0.025875,196,2563,2447,google/gemini-2.5-pro,Google,standard,stop,23437,2188
2026-01-15 06:13:10.267,0.002007,209,92,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2338,787
2026-01-15 06:12:59.636,0.002772,264,132,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4723,2049
2026-01-15 06:12:59.633,0.000149,236,509,490,qwen/qwen3-8b-04-28,Fireworks,standard,stop,3238,801
2026-01-15 06:12:59.632,0.020996,237,2070,1939,google/gemini-2.5-pro,Google,standard,stop,20438,2068
2026-01-15 06:12:59.624,0.003711,225,237,123,openai/gpt-5.2-20251211,OpenAI,standard,stop,5631,3790
2026-01-15 06:12:58.283,0.000209,217,829,799,qwen/qwen3-8b-04-28,Fireworks,standard,stop,18592,755
2026-01-15 06:12:58.276,0.005281,210,351,234,openai/gpt-5.2-20251211,OpenAI,standard,stop,7772,6183
2026-01-15 06:12:58.273,0.002589,238,125,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4611,1882
2026-01-15 06:12:58.271,0.013925,220,1365,1262,google/gemini-2.5-pro,Google,standard,stop,14585,2006
2026-01-15 06:12:40.184,0.002046,207,95,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2436,872
2026-01-15 06:12:40.179,0.003589,187,233,124,openai/gpt-5.2-20251211,OpenAI,standard,stop,13667,6722
2026-01-15 06:12:40.178,0.00025,189,963,882,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,17785,879
2026-01-15 06:12:40.176,0.012561,193,1232,1140,google/gemini-2.5-pro,Google,standard,stop,12628,2084
2026-01-15 06:12:39.467,0.032248,191,3201,3087,google/gemini-2.5-pro,Google,standard,stop,30098,2432
2026-01-15 06:12:39.466,0.006282,182,426,346,openai/gpt-5.2-20251211,OpenAI,standard,stop,12134,5330
2026-01-15 06:12:39.460,0.001881,202,85,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2168,895
2026-01-15 06:12:39.457,0.000294,187,1139,1047,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,20857,808
2026-01-15 06:12:25.065,0.00201,200,94,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4654,2832
2026-01-15 06:12:25.063,0.000182,186,694,600,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,12947,1093
2026-01-15 06:12:25.062,0.014245,188,1401,1311,google/gemini-2.5-pro,Google,standard,stop,14584,2135
2026-01-15 06:12:25.061,0.00369,181,241,151,openai/gpt-5.2-20251211,OpenAI,standard,stop,6833,4573
2026-01-15 06:12:20.923,0.004935,300,315,190,openai/gpt-5.2-20251211,OpenAI,standard,stop,8955,6394
2026-01-15 06:12:20.921,0.017795,308,1741,1622,google/gemini-2.5-pro,Google,standard,stop,18000,1974
2026-01-15 06:12:20.920,0.002811,352,117,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4438,1913
2026-01-15 06:12:20.917,0.000198,313,733,667,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,13692,1048
2026-01-15 06:12:16.841,0.002319,233,108,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3178,752
2026-01-15 06:12:16.833,0.003181,202,202,90,openai/gpt-5.2-20251211,OpenAI,standard,stop,5299,3188
2026-01-15 06:12:16.832,0.000185,208,702,618,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,42544,1436
2026-01-15 06:12:16.830,0.016192,210,1593,1490,google/gemini-2.5-pro,Google,standard,stop,15988,2230
2026-01-15 06:12:09.543,0.000166,321,601,529,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11784,1584
2026-01-15 06:12:09.541,0.014968,311,1458,1352,google/gemini-2.5-pro,Google,standard,stop,14981,3076
2026-01-15 06:12:09.539,0.00264,350,106,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4329,1881
2026-01-15 06:12:09.533,0.002924,303,171,80,openai/gpt-5.2-20251211,OpenAI,standard,stop,5660,3377
2026-01-15 06:12:04.034,0.005559,217,370,246,openai/gpt-5.2-20251211,OpenAI,standard,stop,9809,7015
2026-01-15 06:12:04.029,0.002667,254,127,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3341,975
2026-01-15 06:12:04.026,0.016682,226,1640,1528,google/gemini-2.5-pro,Google,standard,stop,16335,2184
2026-01-15 06:12:04.024,0.000177,223,664,582,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,12673,1049
2026-01-15 06:11:55.329,0.004725,196,313,201,openai/gpt-5.2-20251211,OpenAI,standard,stop,7086,4989
2026-01-15 06:11:55.327,0.00029,205,1120,1020,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,21200,1273
2026-01-15 06:11:55.326,0.002313,226,109,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2933,903
2026-01-15 06:11:55.324,0.015876,205,1562,1461,google/gemini-2.5-pro,Google,standard,stop,15771,2095
2026-01-15 06:11:51.567,0.002646,252,126,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4195,1481
2026-01-15 06:11:51.539,0.000202,231,764,672,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,14078,1508
2026-01-15 06:11:51.534,0.016886,229,1660,1551,google/gemini-2.5-pro,Google,standard,stop,17458,4191
2026-01-15 06:11:51.529,0.004333,220,282,171,openai/gpt-5.2-20251211,OpenAI,standard,stop,7077,5007
2026-01-15 06:11:48.872,0.002319,223,110,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2777,750
2026-01-15 06:11:48.869,0.014238,199,1399,1307,google/gemini-2.5-pro,Google,standard,stop,14685,2247
2026-01-15 06:11:48.867,0.000106,196,387,312,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,8160,1323
2026-01-15 06:11:48.866,0.002831,194,178,79,openai/gpt-5.2-20251211,OpenAI,standard,stop,5188,2470
2026-01-15 06:11:37.869,0.000186,315,681,611,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,13552,1411
2026-01-15 06:11:37.862,0.002772,354,114,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3546,746
2026-01-15 06:11:37.861,0.014975,308,1459,1371,google/gemini-2.5-pro,Google,standard,stop,17012,3637
2026-01-15 06:11:37.859,0.006007,297,392,280,openai/gpt-5.2-20251211,OpenAI,standard,stop,12109,5938
2026-01-15 06:11:35.288,0.013672,202,1342,1229,google/gemini-2.5-pro,Google,standard,stop,13429,2158
2026-01-15 06:11:35.254,0.002724,197,170,72,openai/gpt-5.2-20251211,OpenAI,standard,stop,5758,2895
2026-01-15 06:11:35.252,0.002373,221,114,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3033,928
2026-01-15 06:11:35.250,0.000219,204,839,754,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,15983,995
2026-01-15 06:11:31.423,0.002058,216,94,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2378,714
2026-01-15 06:11:31.422,0.000211,194,862,879,qwen/qwen3-8b-04-28,Fireworks,standard,stop,5690,653
2026-01-15 06:11:31.421,0.004207,188,277,189,openai/gpt-5.2-20251211,OpenAI,standard,stop,9148,6911
2026-01-15 06:11:31.419,0.016452,194,1621,1524,google/gemini-2.5-pro,Google,standard,stop,16654,2773
2026-01-15 06:11:19.978,0.017042,226,1676,1564,google/gemini-2.5-pro,Google,standard,stop,17129,2183
2026-01-15 06:11:19.975,0.007038,214,476,342,openai/gpt-5.2-20251211,OpenAI,standard,stop,11317,8170
2026-01-15 06:11:19.973,0.000166,225,620,537,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,12531,1508
2026-01-15 06:11:19.971,0.003078,256,154,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3823,710
2026-01-15 06:11:17.512,0.002157,214,101,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3376,1526
2026-01-15 06:11:17.497,0.000241,201,927,848,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,17436,1156
2026-01-15 06:11:17.496,0.002574,191,160,71,openai/gpt-5.2-20251211,OpenAI,standard,stop,5234,2729
2026-01-15 06:11:17.495,0.015776,197,1553,1443,google/gemini-2.5-pro,Google,standard,stop,15161,2079
2026-01-15 06:11:02.301,0.000164,198,618,522,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,11464,798
2026-01-15 06:11:02.273,0.004016,191,263,178,openai/gpt-5.2-20251211,OpenAI,standard,stop,7038,5493
2026-01-15 06:11:02.270,0.017288,199,1704,1613,google/gemini-2.5-pro,Google,standard,stop,17280,2295
2026-01-15 06:11:02.270,0.00267,225,133,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4552,2034
2026-01-15 06:11:00.912,0.000142,305,509,442,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,30229,1137
2026-01-15 06:11:00.911,0.014098,303,1372,1281,google/gemini-2.5-pro,Google,standard,stop,17474,2506
2026-01-15 06:11:00.910,0.002649,338,109,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4163,1746
2026-01-15 06:11:00.908,0.004515,292,286,198,openai/gpt-5.2-20251211,OpenAI,standard,stop,9301,5219
2026-01-15 06:10:58.931,0.005236,304,336,236,openai/gpt-5.2-20251211,OpenAI,standard,stop,9297,6899
2026-01-15 06:10:58.928,0.000203,318,701,731,qwen/qwen3-8b-04-28,Fireworks,standard,stop,4530,768
2026-01-15 06:10:58.922,0.018413,315,1802,1702,google/gemini-2.5-pro,Google,standard,stop,17978,2626
2026-01-15 06:10:58.920,0.002664,348,108,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3989,2063
2026-01-15 06:10:34.241,0.007169,209,486,371,openai/gpt-5.2-20251211,OpenAI,standard,stop,11798,9493
2026-01-15 06:10:34.208,0.002325,240,107,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3387,1827
2026-01-15 06:10:34.206,0.016426,221,1615,1503,google/gemini-2.5-pro,Google,standard,stop,15078,2169
2026-01-15 06:10:34.204,0.000228,215,871,796,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,26421,861
2026-01-15 06:10:33.748,0.003105,250,157,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,4445,1143
2026-01-15 06:10:33.747,0.013971,233,1368,1250,google/gemini-2.5-pro,Google,standard,stop,14929,2317
2026-01-15 06:10:33.742,0.000356,227,1379,1283,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,24887,761
2026-01-15 06:10:33.740,0.007722,221,524,377,openai/gpt-5.2-20251211,OpenAI,standard,stop,14437,6724
2026-01-15 06:10:32.064,0.002633,185,165,78,openai/gpt-5.2-20251211,OpenAI,standard,stop,6513,3224
2026-01-15 06:10:32.045,0.002304,218,110,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2914,863
2026-01-15 06:10:32.038,0.000135,195,503,418,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,29297,936
2026-01-15 06:10:32.010,0.018252,194,1801,1696,google/gemini-2.5-pro,Google,standard,stop,18137,2119
2026-01-15 06:10:15.388,0.014947,206,1469,1351,google/gemini-2.5-pro,Google,standard,stop,14244,2178
2026-01-15 06:10:15.369,0.002367,219,114,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3863,1863
2026-01-15 06:10:15.368,0.004238,198,278,167,openai/gpt-5.2-20251211,OpenAI,standard,stop,8444,5508
2026-01-15 06:10:15.366,0.000251,200,964,834,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,18161,1332
2026-01-15 06:10:14.225,0.005302,310,340,209,openai/gpt-5.2-20251211,OpenAI,standard,stop,8767,6860
2026-01-15 06:10:14.178,0.000247,331,922,838,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,17501,1669
2026-01-15 06:10:14.175,0.01427,320,1387,1282,google/gemini-2.5-pro,Google,standard,stop,13391,2145
2026-01-15 06:10:14.171,0.003147,364,137,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,5499,2070
2026-01-15 06:10:11.734,0.014172,194,1393,1280,google/gemini-2.5-pro,Google,standard,stop,14000,2258
2026-01-15 06:10:11.729,0.003699,186,241,144,openai/gpt-5.2-20251211,OpenAI,standard,stop,7548,3912
2026-01-15 06:10:11.728,0.002187,209,104,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2871,1470
2026-01-15 06:10:11.725,0.000309,188,1201,1116,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,21924,1447
2026-01-15 06:09:57.127,0.008503,227,579,471,openai/gpt-5.2-20251211,OpenAI,standard,stop,15915,7246
2026-01-15 06:09:57.115,0.016917,238,1662,1530,google/gemini-2.5-pro,Google,standard,stop,16558,2213
2026-01-15 06:09:57.107,0.000127,242,396,314,qwen/qwen3-8b-04-28,Fireworks,standard,stop,3570,1139
2026-01-15 06:09:57.104,0.002898,266,140,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,5070,1820
2026-01-15 06:09:54.941,0.000292,197,1130,1027,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,20092,767
2026-01-15 06:09:54.939,0.018851,201,1860,1764,google/gemini-2.5-pro,Google,standard,stop,18787,2135
2026-01-15 06:09:54.932,0.002301,212,111,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,2911,807
2026-01-15 06:09:54.930,0.004088,192,268,174,openai/gpt-5.2-20251211,OpenAI,standard,stop,10171,7137
2026-01-15 06:09:52.494,0.012936,189,1270,1163,google/gemini-2.5-pro,Google,standard,stop,18713,7919
2026-01-15 06:09:52.493,0.003899,180,256,166,openai/gpt-5.2-20251211,OpenAI,standard,stop,5468,4597
2026-01-15 06:09:52.470,0.000257,185,991,918,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,18288,802
2026-01-15 06:09:52.468,0.001941,202,89,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3376,1880
2026-01-15 06:09:40.402,0.013976,317,1358,1255,google/gemini-2.5-pro,Google,standard,stop,14018,2400
2026-01-15 06:09:40.400,0.003755,306,230,124,openai/gpt-5.2-20251211,OpenAI,standard,stop,7138,3703
2026-01-15 06:09:40.399,9.6e-05,328,322,231,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,6679,1136
2026-01-15 06:09:40.396,0.002733,356,111,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3434,935
2026-01-15 06:09:30.844,0.002874,348,122,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,stop,3334,716
2026-01-15 06:09:30.842,0.021676,309,2129,1997,google/gemini-2.5-pro,Google,standard,stop,20787,2058
2026-01-15 06:09:30.839,0.004711,300,299,194,openai/gpt-5.2-20251211,OpenAI,standard,stop,8500,5649
2026-01-15 06:09:30.838,0.000204,313,754,682,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,13979,958
2026-01-15 06:09:18.393,0.003059,204,193,104,openai/gpt-5.2-20251211,OpenAI,standard,stop,6479,4172
2026-01-15 06:09:18.388,0.000171,214,643,556,qwen/qwen3-8b-04-28,AtlasCloud,standard,stop,38545,982
